titulo,autor,ISBN_13,ISBN_10,ano,paginas,idioma,editora,rating,avaliacao,resenha,abandonos,relendo,querem_ler,lendo,leram,descricao,genero,male,female
Tudo Sobre Fotografia,Juliet Hacking,9788575428252,857542825X,2012,576,português,Sextante,4.5,113,3,2,3,960,144,216,"A humanidade sempre tentou reproduzir aquilo que via em imagens que pudessem ser compartilhadas com outras pessoas Por muitos séculos, coube aos artistas selecionar temas e registrá-los usando carvão, tinta e outros materiais Porém, em 1839, um meio de expressão novo  e, em muitos aspectos, mais instantâneo  surgiu: a fotografia No início, o processo era complexo e demorado, mas logo evoluiu para se tornar o modo de capturar o mundo literalmente num piscar de olhosNuma época em que bilhões de fotos são tiradas por ano, alguns artistas têm um talento especial para imortalizar nas imagens captadas o cotidiano da sociedade ou as maravilhas da natureza São cronistas de uma época, e suas lentes sabem iluminar as cenas registradas com discrição, sensibilidade e ternura Seu olhar é testemunha do tempo que passa e dos acontecimentos que fazem a história, mas é também atento em apreender o momento fugidio, os detalhes, as verdades passageirasAs fotografias produzidas se tornam inesquecíveis justamente por terem o poder de expressar um fato ocorrido ou de transmitir emoção e dinamismo em uma imagem estática Elas rompem a barreira do tempo e do espaço, sendo admiradas até hoje no mundo inteiro Tudo sobre fotografia é a celebração das mais belas e inspiradoras imagens obtidas por esse meio de expressão, cujo nome significa desenhar com a luz O livro traça um panorama da fotografia, inserindo-a no contexto dos desdobramentos socioculturais ocorridos desde o seu surgimentoOrganizado cronologicamente, ele acompanha a rápida evolução do estilo fotográfico, período a período e movimento a movimento Ensaios analisam cada gênero, desde os primeiros retratos até as montagens manipuladas digitalmente e os trabalhos conceituais contemporâneos As ideias e as obras dos principais fotógrafos são examinadas, no intuito de revelar o que os motivou, quem os influenciou e o que cada um deles buscava alcançarO livro traz também análises aprofundadas de obras fundamentais de cada período Pontos focais destacam aspectos como o uso da cor e das metáforas visuais, as peculiaridades da composição e as inovações técnicas, o que ajuda a compreender o significado pleno de cada obra Você poderá apreciar os pequenos porém reveladores detalhes dos retratos sociais, a beleza dura e geométrica das paisagens urbanas, o viés erótico por trás dos nus e o humor, a revolta ou o poder emotivo das obras conceituais Se você adora fotografia e gostaria de saber mais sobre esse tema, precisa ler este livro",Artes / Fotografia ,31,69
Meu Pai Fala Cada Uma,Justin Halpern,9788575428641,8575428640,2012,144,português,Sextante,3.9,1,83,23,2,792,58,2," ""A pior coisa que você pode ser é mentiroso Tá, tudo bem, a pior coisa que você pode ser é nazista, mas a segunda pior é mentiroso Nazista, um; mentiroso, doisAquela mulher era sexy Muita areia para o seu caminhãozinho? Filho, deixe que as mulheres descubram por que não querem transar com você Não faça isso por elasAos 28 anos, depois de ser dispensado pela namorada, Justin Halpern volta a morar com o pai, Sam Halpern, de 73 anos Na infância, Justin morria de medo dele, tão mal-humorado, direto e desbocado que beirava a grossuraJá adulto, ele passa a admirar a mistura de franqueza e insanidade que caracteriza os comentários e a personalidade do pai, que considera sábio como Sócrates e até mesmo proféticoDisposto a registrar a sabedoria contida nas tiradas de Sam, Justin cria uma página no Twitter para reunir suas frases malucas e observações ridículas Em pouco tempo, os devaneios filosóficos do médico aposentado conquistam mais de um milhão de seguidoresO fenômeno da internet dá origem a um dos livros mais engraçados dos últimos tempos Tomando como base as pérolas do pai, o filho recria suas memórias da infância e da juventudeExtremamente divertido e inspirador, Meu pai fala cada uma traça um retrato profundo da relação pai e filho e aborda os grandes temas da vida: medo, amigos, estudo, namoro, esporte, família Uma lição de integridade, amizade e amor Sem papas na língua","Humor, Comédia ",30,70
Kafka para Sobrecarregados,Allan Percy,9788575428672,8575428675,2012,128,português,Sextante,3.5,388,17,10,3,560,60,663,"Kafka para sobrecarregados é um curso de filosofia prático e acessível para quem quer extrair o máximo da vida São 99 máximas do gênio da literatura, abordando temas como amor, felicidade e o sentido da vida Após cada aforismo, Allan Percy comenta, explica e desenvolve o pensamento, mostrando de que forma ele pode ser adaptado à nossa realidade e como pode nos ajudar a sair ilesos das metamorfoses da vida", ,28,72
Arnold Schwarzenegger,Arnold Schwarzenegger,9788575428658,8575428659,2012,518,português,Sextante,4.3,344,23,15,2,477,112,456,"A história de Arnold Schwarzenegger é única, intrigante e divertida Se sua vida fosse transformada em filme, ninguém acreditaria que tudo o que ele viveu é verdade Em 1947, quando nasceu, a fome assolava sua pequena cidade natal, na zona rural da Áustria Filho de um rígido policial, desde pequeno ele sonhava em ir para os Estados Unidos e se tornar campeão de fisiculturismo e astro de cinema Aos 18 anos, fugiu do exército para participar de sua primeira competição internacional e conquistou o título de campeão juvenil do Mister Europa, na Alemanha Aos 21 anos, estava morando em Los Angeles e já havia sido coroado Mister UniversoEm 5 anos, aprendeu inglês e se tornou o maior fisiculturista de todos os tempos Em 10 anos, já possuía diploma universitário e havia acumulado uma fortuna graças a seus negócios nos setores de construção civil, imóveis e fisiculturismo Em 20 anos, tornou-se um dos maiores heróis de filmes de ação do mundo Com a determinação e a ousadia que lhe renderam fama no esporte, consagrou-se também como astro de cinema Trinta e seis anos depois de chegar aos Estados Unidos, elegeu-se governador da Califórnia, a sétima maior economia do mundoDurante seus dois mandatos enfrentou crises orçamentárias, desastres naturais e muita agitação política, superando as divergências em prol do meio ambiente, da reforma eleitoral e das soluções bipartidárias Foi casado por mais de 20 anos com a jornalista Maria Shriver  sobrinha do ex-presidente John Fitzgerald Kennedy , com quem teve quatro filhos Em 2011, quando veio à tona seu caso extraconjugal com uma empregada, o casal se separou, mas ele tentou a todo o custo manter sua família unida Esta é a primeira vez que Arnold conta a história completa de sua vida, em suas próprias palavras","Biografia, Autobiografia, Memórias ",72,28
As coisas boas da vida,Anderson Cavalcante,9788575428702,8575428705,2012,108,português,Sextante,3.9,128,3,0,3,243,4,223,"A felicidade é feita de coisas pequenas e simples Beijar um filho é um gesto pequeno e simples capaz de trazer contentamento tanto para o pai quanto para a criança Andar descalço é algo pequeno e simples que nos permite entrar em contato com a natureza  Este é um livro sobre coisas pequenas e simples que compõem a verdadeira felicidadeAs coisas boas da vida mostra que, para sermos felizes, não precisamos de bens materiais, mas de um comprometimento definitivo com a felicidade Um comprometimento diário, que vem do fundo do coração, do fundo da alma, que faz com que não passemos nem um dia sequer sem agradecer a dádiva de estarmos vivos Outros livros falam de trabalho Este fala do prazer de viver", Seja feliz e curta o presente da sua vida! ,15,85
Por onde o amor me leva,Dalcides Biscalquin,9788575428689,8575428683,2012,160,português,Sextante,4.1,12,0,1,0,31,2,26,"Com a experiência de quem decidiu um dia recomeçar a vida em nome do amor, Dalcides Biscalquin nos apresenta um livro profundamente inspirador, que nos faz reavaliar o rumo de nossa própria jornada Em 70 textos curtos, ele reflete sobre amor, amizade, escolhas, perdão, medo, morte, pressa, relação entre pais e filhos, ética, justiça, coragem e muitos outros temas que nos inquietam", ,15,85
As 25 leis bíblicas do sucesso,William Douglas,9788575428696,8575428691,2012,185,português,Sextante,4.1,511,30,38,9,750,134,833,"A Bíblia é o melhor manual sobre o sucesso já escrito até hoje Ao contrário do que se imagina, ela não trata apenas de religião, mas também de valores fundamentais para se construir uma base sólida para a vida profissional E foi nessa fonte de sabedoria milenar que William Douglas e Rubens Teixeira garimparam as orientações para consolidar as 25 leis que compõem este livro São lições sobre a importância do esforço e da dedicação ao trabalho, da incansável busca de conhecimento e evolução pessoal, do respeito aos outros e, acima de tudo, de um forte senso de honestidade Para comprovar a eficácia dessas leis, os autores mostram que os princípios de sucesso de grandes empresários e pensadores da administração, como Warren Buffett, Eike Batista, Napoleon Hill e Jim Collins, são calcados em passagens das escrituras Também dão exemplos de pessoas que venceram na vida seguindo os preceitos bíblicos, as vezes sem motivação religiosa ou até mesmo sem saber a origem dos ensinamentos pelos quais se pautavam Não importa sua orientação espiritual nem se você é dono de empresa, gerente ou trabalhador, este livro pode transformar sua vida"," Você aprenderá:  Os antídotos contra os sete pecados capitais na busca do sucesso O que Salomão ensina no livro de Provérbios sobre êxito profissional Os erros da teologia da prosperidade e da teologia da miséria e a importância de uma mentalidade que favoreça o desenvolvimento pessoal e profissional As dez virtudes recomendadas pela Bíblia e cobiçadas pelo mercado de trabalho Como ter uma relação harmoniosa com o dinheiro 150 citações bíblicas para alcançar a excelência, a credibilidade e o sucessoAdministração ",47,53
A Viagem ao Brasil de Marianne North,Julio Bandeira,9788575428078,8575428071,2012,200,português,Sextante,3.0,1,0,0,0,18,0,3,"Nenhum dos artistas viajantes do século XIX foi capaz de retratar a paisagem e a flora brasileiras com a intensidade e o colorido dos óleos da pintora inglesa Marianne NorthNada se compara às 112 pinturas a óleo de Marianne North, reunidas pela primeira vez neste catálogo raisonné de sua obra brasileira realizada nos anos 1872-1873Elas formam um conjunto de extraordinária beleza, que impressiona pela modernidade e impetuosidade", ,32,68
Felipe Bronze: Cozinha brasileira de vanguarda,Felipe Bronze,9788575428719,8575428713,2012,248,português,Sextante,4.7,3,0,0,0,10,0,1,"Felipe rompe fronteiras com sua culinária, flertando com os sabores e ingredientes nativos do Brasil ao elaborar pratos de uma forma inovadora e inesperada A essência da cultura brasileira é totalmente intrínseca ao trabalho desse chef com treinamento europeu, senso de humor americano e alma brasileira Sua cozinha é leve, convidativa, descomplicada e visualmente arrebatadora Ele amplia os limites da estética gastronômica criando, com muita sensibilidade, pratos extremamente originais e refinados", - Daniel Boulud ,49,51
Seja Líder de Si Mesmo,Augusto Cury,nan,nan,2012,78,português,Sextante,3.6,2,69,68,17,1,119,5,"Se compararmos a mente humana com o mais belo teatro, onde se encontra a maioria dos jovens e adultos? No palco, dirigindo a peça, ou na plateia, sendo espectador passivo dos seus conflitos, perdas e culpas? Onde você se encontra?Ser ator principal no palco da vida não significa não falhar ou não chorar Significa refazer caminhos, reconhecer erros e aprender a gerenciar nossos pensamentos e emoçõesNeste livro, você vai descobrir as ferramentas necessárias para se tornar o autor da sua própria história e fazer da sua vida um grande espetáculoSaia da plateia! Entre no palco! Seja líder de si mesmo", ,25,75
